lottery,date,jackpot,cash_value,match_5_bonus_winners,match_5_bonus_prize,match_5_bonus_multiplier_winners,match_5_bonus_multiplier_prize,match_5_winners,match_5_prize,match_5_multiplier_winners,match_5_multiplier_prize,match_4_bonus_winners,match_4_bonus_prize,match_4_bonus_multiplier_winners,match_4_bonus_multiplier_prize,match_4_winners,match_4_prize,match_4_multiplier_winners,match_4_multiplier_prize,match_3_bonus_winners,match_3_bonus_prize,match_3_bonus_multiplier_winners,match_3_bonus_multiplier_prize,match_3_winners,match_3_prize,match_3_multiplier_winners,match_3_multiplier_prize,match_2_bonus_winners,match_2_bonus_prize,match_2_bonus_multiplier_winners,match_2_bonus_multiplier_prize,match_1_bonus_winners,match_1_bonus_prize,match_1_bonus_multiplier_winners,match_1_bonus_multiplier_prize,match_0_bonus_winners,match_0_bonus_prize,match_0_bonus_multiplier_winners,match_0_bonus_multiplier_prize
megamillions,2011-07-29,$74 Million,$48.5 Million,,,,,4,250000,0,1,,,,,1551,150,148,600,,,,,26911,10,2291,40,,,,,,,,,,,,
megamillions,2011-08-02,$85 Million,$56.7 Million,,,,,8,250000,1,1,,,,,1807,150,174,600,,,,,32327,10,2968,40,,,,,,,,,,,,
megamillions,2011-08-05,$99 Million,$68.1 Million,,,,,6,250000,0,1,,,,,3540,150,275,450,,,,,37336,10,2964,30,,,,,,,,,,,,
megamillions,2011-08-09,$12 Million,$8.2 Million,,,,,1,250000,0,1,,,,,974,150,100,600,,,,,19235,10,1836,40,,,,,,,,,,,,
megamillions,2011-08-12,$16 Million,$11.1 Million,,,,,6,250000,1,1,,,,,963,150,81,600,,,,,19503,10,1848,40,,,,,,,,,,,,
megamillions,2011-08-16,$24 Million,$16.7 Million,,,,,6,250000,0,1,,,,,968,150,83,600,,,,,18453,10,1747,40,,,,,,,,,,,,
megamillions,2011-08-19,$32 Million,$22.9 Million,,,,,4,250000,0,1,,,,,1074,150,89,300,,,,,21540,10,2046,20,,,,,,,,,,,,
megamillions,2011-08-23,$12 Million,$8.5 Million,,,,,4,250000,0,1,,,,,882,150,90,450,,,,,18447,10,1863,30,,,,,,,,,,,,
megamillions,2011-08-26,$14 Million,$9.9 Million,,,,,3,250000,1,1,,,,,1092,150,98,450,,,,,20075,10,1983,30,,,,,,,,,,,,
megamillions,2011-08-30,$21 Million,$14.8 Million,,,,,3,250000,0,1,,,,,1016,150,99,600,,,,,19803,10,1927,40,,,,,,,,,,,,
megamillions,2011-09-02,$29 Million,$20.9 Million,,,,,1,250000,0,1,,,,,1003,150,87,450,,,,,19478,10,1811,30,,,,,,,,,,,,
megamillions,2011-09-06,$37 Million,$27.0 Million,,,,,5,250000,0,1,,,,,822,150,74,600,,,,,18639,10,1789,40,,,,,,,,,,,,
megamillions,2011-09-09,$44 Million,$31.9 Million,,,,,11,250000,2,1,,,,,2507,150,274,600,,,,,23667,10,2120,40,,,,,,,,,,,,
megamillions,2011-09-13,$54 Million,$39.2 Million,,,,,2,250000,0,1,,,,,1162,150,102,600,,,,,21024,10,1799,40,,,,,,,,,,,,
megamillions,2011-09-16,$65 Million,$46.6 Million,,,,,7,250000,0,1,,,,,1353,150,112,600,,,,,25927,10,2418,40,,,,,,,,,,,,
megamillions,2011-09-20,$75 Million,$54.8 Million,,,,,6,250000,0,1,,,,,1293,150,103,600,,,,,24972,10,2120,40,,,,,,,,,,,,
megamillions,2011-09-23,$86 Million,$64.8 Million,,,,,5,250000,0,1,,,,,1617,150,126,600,,,,,30174,10,2565,40,,,,,,,,,,,,
megamillions,2011-09-27,$96 Million,$70.2 Million,,,,,9,250000,2,1,,,,,1767,150,128,600,,,,,31962,10,2568,40,,,,,,,,,,,,
megamillions,2011-09-30,$113 Million,$83.7 Million,,,,,14,250000,1,1,,,,,2504,150,193,600,,,,,46383,10,3707,40,,,,,,,,,,,,
megamillions,2011-10-04,$12 Million,$9.0 Million,,,,,3,250000,0,1,,,,,913,150,79,450,,,,,19753,10,1971,30,,,,,,,,,,,,
megamillions,2011-10-07,$14 Million,$10.2 Million,,,,,3,250000,0,1,,,,,1480,150,147,600,,,,,25610,10,2568,40,,,,,,,,,,,,
megamillions,2011-10-11,$22 Million,$15.9 Million,,,,,1,250000,0,1,,,,,916,150,87,600,,,,,18122,10,1727,40,,,,,,,,,,,,
megamillions,2011-10-14,$30 Million,$21.3 Million,,,,,5,250000,0,1,,,,,1072,150,94,600,,,,,20714,10,1848,40,,,,,,,,,,,,
megamillions,2011-10-18,$39 Million,$28.2 Million,,,,,4,250000,0,1,,,,,993,150,80,300,,,,,18711,10,1673,20,,,,,,,,,,,,
megamillions,2011-10-21,$48 Million,$34.2 Million,,,,,5,250000,1,1,,,,,1226,150,105,450,,,,,25014,10,2297,30,,,,,,,,,,,,
megamillions,2011-10-25,$57 Million,$40.8 Million,,,,,6,250000,0,1,,,,,1205,150,116,600,,,,,23438,10,2084,40,,,,,,,,,,,,
megamillions,2011-10-28,$67 Million,$47.1 Million,,,,,7,250000,1,1,,,,,1328,150,104,600,,,,,22489,10,1951,40,,,,,,,,,,,,
megamillions,2011-11-01,$78 Million,$57.1 Million,,,,,7,250000,1,1,,,,,1272,150,106,450,,,,,26173,10,2262,30,,,,,,,,,,,,
megamillions,2011-11-04,$12 Million,$8.7 Million,,,,,5,250000,0,1,,,,,1038,150,95,600,,,,,18829,10,1753,40,,,,,,,,,,,,
megamillions,2011-11-08,$15 Million,$10.9 Million,,,,,3,250000,1,1,,,,,898,150,87,600,,,,,18477,10,1765,40,,,,,,,,,,,,
megamillions,2011-11-11,$22 Million,$16.0 Million,,,,,7,250000,0,1,,,,,1354,150,135,600,,,,,25198,10,2307,40,,,,,,,,,,,,
megamillions,2011-11-15,$30 Million,$21.9 Million,,,,,6,250000,0,1,,,,,1475,150,137,600,,,,,23685,10,2308,40,,,,,,,,,,,,
megamillions,2011-11-18,$40 Million,$29.4 Million,,,,,5,250000,1,1,,,,,1171,150,105,600,,,,,23519,10,2285,40,,,,,,,,,,,,
megamillions,2011-11-22,$47 Million,$34.8 Million,,,,,4,250000,0,1,,,,,1326,150,123,300,,,,,20874,10,1974,20,,,,,,,,,,,,
megamillions,2011-11-25,$55 Million,$40.8 Million,,,,,2,250000,0,1,,,,,1054,150,86,450,,,,,19187,10,1757,30,,,,,,,,,,,,
megamillions,2011-11-29,$64 Million,$47.3 Million,,,,,4,250000,1,1,,,,,1286,150,108,600,,,,,24618,10,2257,40,,,,,,,,,,,,
megamillions,2011-12-02,$75 Million,$54.6 Million,,,,,6,250000,0,1,,,,,1404,150,120,600,,,,,25487,10,2209,40,,,,,,,,,,,,
megamillions,2011-12-06,$87 Million,$63.7 Million,,,,,10,250000,2,1,,,,,1974,150,186,600,,,,,28295,10,2383,40,,,,,,,,,,,,
megamillions,2011-12-09,$100 Million,$73.6 Million,,,,,9,250000,0,1,,,,,2068,150,179,600,,,,,38351,10,2889,40,,,,,,,,,,,,
megamillions,2011-12-13,$116 Million,$84.9 Million,,,,,8,250000,0,1,,,,,2370,150,162,600,,,,,46150,10,3693,40,,,,,,,,,,,,
megamillions,2011-12-16,$135 Million,$100.8 Million,,,,,13,250000,0,1,,,,,2619,150,221,450,,,,,51492,10,3852,30,,,,,,,,,,,,
megamillions,2011-12-20,$152 Million,$113.8 Million,,,,,9,250000,1,1,,,,,2729,150,198,600,,,,,52037,10,3574,40,,,,,,,,,,,,
megamillions,2011-12-23,$173 Million,$127.5 Million,,,,,31,250000,2,1,,,,,5877,150,498,600,,,,,73179,10,5027,40,,,,,,,,,,,,
megamillions,2011-12-27,$206 Million,$151.8 Million,,,,,16,250000,3,1,,,,,4456,150,241,450,,,,,80253,10,4942,30,,,,,,,,,,,,
megamillions,2011-12-30,$12 Million,$8.9 Million,,,,,1,250000,0,1,,,,,1165,150,106,600,,,,,21536,10,1952,40,,,,,,,,,,,,
megamillions,2012-01-03,$15 Million,$11.0 Million,,,,,6,250000,0,1,,,,,1298,150,129,300,,,,,24077,10,2531,20,,,,,,,,,,,,
megamillions,2012-01-06,$25 Million,$18.3 Million,,,,,7,250000,1,1,,,,,1303,150,116,300,,,,,22506,10,2114,20,,,,,,,,,,,,
megamillions,2012-01-10,$33 Million,$24.1 Million,,,,,3,250000,1,1,,,,,1225,150,128,450,,,,,20747,10,1925,30,,,,,,,,,,,,
megamillions,2012-01-13,$42 Million,$31.2 Million,,,,,1,250000,0,1,,,,,1336,150,122,450,,,,,26611,10,2560,30,,,,,,,,,,,,
megamillions,2012-01-17,$50 Million,$37.1 Million,,,,,5,250000,0,1,,,,,1180,150,84,300,,,,,24563,10,2182,20,,,,,,,,,,,,
megamillions,2012-01-20,$60 Million,$43.8 Million,,,,,8,250000,0,1,,,,,1416,150,113,300,,,,,30155,10,2620,20,,,,,,,,,,,,
megamillions,2012-01-24,$71 Million,$51.5 Million,,,,,10,250000,1,1,,,,,1372,150,119,600,,,,,25833,10,2129,40,,,,,,,,,,,,
megamillions,2012-01-27,$12 Million,$8.8 Million,,,,,8,250000,0,1,,,,,1087,150,91,600,,,,,23252,10,2268,40,,,,,,,,,,,,
megamillions,2012-01-31,$15 Million,$11.1 Million,,,,,5,250000,0,1,,,,,1169,150,117,450,,,,,24192,10,2401,30,,,,,,,,,,,,
megamillions,2012-02-03,$23 Million,$16.8 Million,,,,,1,250000,0,1,,,,,1291,150,142,600,,,,,23211,10,2302,40,,,,,,,,,,,,
megamillions,2012-02-07,$32 Million,$23.4 Million,,,,,9,250000,0,1,,,,,1221,150,85,600,,,,,22948,10,2127,40,,,,,,,,,,,,
megamillions,2012-02-10,$41 Million,$30.0 Million,,,,,9,250000,1,1,,,,,1432,150,113,600,,,,,28062,10,2630,40,,,,,,,,,,,,
megamillions,2012-02-14,$51 Million,$37.4 Million,,,,,10,250000,2,1,,,,,2482,150,279,300,,,,,33796,10,3348,20,,,,,,,,,,,,
megamillions,2012-02-17,$61 Million,$44.4 Million,,,,,6,250000,2,1,,,,,1431,150,129,450,,,,,27725,10,2484,30,,,,,,,,,,,,
megamillions,2012-02-21,$72 Million,$52.4 Million,,,,,2,250000,0,1,,,,,1310,150,106,450,,,,,24230,10,2066,30,,,,,,,,,,,,
megamillions,2012-02-24,$83 Million,$60.8 Million,,,,,8,250000,0,1,,,,,2299,150,199,600,,,,,35708,10,3051,40,,,,,,,,,,,,
megamillions,2012-02-28,$94 Million,$69.5 Million,,,,,4,250000,1,1,,,,,1727,150,142,450,,,,,31748,10,2565,30,,,,,,,,,,,,
megamillions,2012-03-02,$108 Million,$79.2 Million,,,,,13,250000,1,1,,,,,2144,150,168,300,,,,,42661,10,3218,20,,,,,,,,,,,,
megamillions,2012-03-06,$127 Million,$93.5 Million,,,,,7,250000,1,1,,,,,2511,150,172,600,,,,,44353,10,3106,40,,,,,,,,,,,,
megamillions,2012-03-09,$148 Million,$107.9 Million,,,,,14,250000,0,1,,,,,3180,150,218,600,,,,,62427,10,4482,40,,,,,,,,,,,,
megamillions,2012-03-13,$171 Million,$124.3 Million,,,,,9,250000,0,1,,,,,3080,150,215,450,,,,,57477,10,3995,30,,,,,,,,,,,,
megamillions,2012-03-16,$200 Million,$141.8 Million,,,,,7,250000,0,1,,,,,3863,150,229,450,,,,,79596,10,5142,30,,,,,,,,,,,,
megamillions,2012-03-20,$241 Million,$170.8 Million,,,,,68,250000,2,1,,,,,9851,150,751,600,,,,,103795,10,6942,40,,,,,,,,,,,,
megamillions,2012-03-23,$290 Million,$207.8 Million,,,,,39,250000,2,1,,,,,9013,150,553,600,,,,,142733,10,8052,40,,,,,,,,,,,,
megamillions,2012-03-27,$363 Million,$260.4 Million,,,,,47,250000,4,1,,,,,11568,150,617,450,,,,,220642,10,11858,30,,,,,,,,,,,,
megamillions,2012-03-30,$640 Million,$462.0 Million,,,,,161,250000,3,1,,,,,40423,150,2136,450,,,,,780589,10,42157,30,,,,,,,,,,,,
megamillions,2012-04-03,$12 Million,$8.5 Million,,,,,2,250000,1,1,,,,,1429,150,126,600,,,,,24442,10,1973,40,,,,,,,,,,,,
megamillions,2012-04-06,$20 Million,$14.4 Million,,,,,9,250000,1,1,,,,,1632,150,165,600,,,,,27354,10,2487,40,,,,,,,,,,,,
megamillions,2012-04-10,$31 Million,$22.5 Million,,,,,9,250000,6,1,,,,,1850,150,191,600,,,,,33457,10,3244,40,,,,,,,,,,,,
megamillions,2012-04-13,$42 Million,$30.6 Million,,,,,6,250000,0,1,,,,,1982,150,177,600,,,,,30362,10,2844,40,,,,,,,,,,,,
megamillions,2012-04-17,$53 Million,$38.6 Million,,,,,8,250000,0,1,,,,,2049,150,178,600,,,,,28401,10,2599,40,,,,,,,,,,,,
megamillions,2012-04-20,$65 Million,$47.4 Million,,,,,8,250000,0,1,,,,,1804,150,127,450,,,,,28871,10,2396,30,,,,,,,,,,,,
megamillions,2012-04-24,$76 Million,$55.8 Million,,,,,2,250000,1,1,,,,,1707,150,162,600,,,,,29534,10,2553,40,,,,,,,,,,,,
megamillions,2012-04-27,$88 Million,$64.6 Million,,,,,8,250000,0,1,,,,,1743,150,150,600,,,,,31603,10,2501,40,,,,,,,,,,,,
megamillions,2012-05-01,$102 Million,$75.1 Million,,,,,6,250000,0,1,,,,,2110,150,196,600,,,,,34752,10,2704,40,,,,,,,,,,,,
megamillions,2012-05-04,$118 Million,$86.9 Million,,,,,9,250000,0,1,,,,,2503,150,201,600,,,,,40766,10,3138,40,,,,,,,,,,,,
megamillions,2012-05-08,$12 Million,$8.9 Million,,,,,7,250000,0,1,,,,,1623,150,145,450,,,,,28471,10,2940,30,,,,,,,,,,,,
megamillions,2012-05-11,$16 Million,$11.9 Million,,,,,5,250000,0,1,,,,,1294,150,107,600,,,,,26679,10,2616,40,,,,,,,,,,,,
megamillions,2012-05-15,$25 Million,$18.7 Million,,,,,8,250000,3,1,,,,,2575,150,286,600,,,,,30248,10,2995,40,,,,,,,,,,,,
megamillions,2012-05-18,$12 Million,$9.1 Million,,,,,2,250000,0,1,,,,,1321,150,132,600,,,,,22811,10,2182,40,,,,,,,,,,,,
megamillions,2012-05-22,$16 Million,$12.0 Million,,,,,0,250000,0,1,,,,,984,150,76,300,,,,,19372,10,1920,20,,,,,,,,,,,,
megamillions,2012-05-25,$24 Million,$18.1 Million,,,,,6,250000,3,1,,,,,1203,150,119,600,,,,,25978,10,2488,40,,,,,,,,,,,,
megamillions,2012-05-29,$32 Million,$24.2 Million,,,,,4,250000,0,1,,,,,965,150,92,450,,,,,18692,10,1858,30,,,,,,,,,,,,
megamillions,2012-06-01,$12 Million,$9.3 Million,,,,,6,250000,0,1,,,,,1175,150,111,450,,,,,18701,10,1737,30,,,,,,,,,,,,
megamillions,2012-06-05,$14 Million,$10.8 Million,,,,,3,250000,1,1,,,,,908,150,95,450,,,,,17515,10,1656,30,,,,,,,,,,,,
megamillions,2012-06-08,$22 Million,$16.9 Million,,,,,5,250000,0,1,,,,,1099,150,116,450,,,,,23610,10,2176,30,,,,,,,,,,,,
megamillions,2012-06-12,$30 Million,$22.9 Million,,,,,2,250000,0,1,,,,,1187,150,120,600,,,,,19668,10,1792,40,,,,,,,,,,,,
megamillions,2012-06-15,$39 Million,$30.0 Million,,,,,6,250000,0,1,,,,,1601,150,165,450,,,,,28018,10,2776,30,,,,,,,,,,,,
megamillions,2012-06-19,$47 Million,$36.1 Million,,,,,5,250000,0,1,,,,,1225,150,124,300,,,,,27459,10,2882,20,,,,,,,,,,,,
megamillions,2012-06-22,$55 Million,$42.1 Million,,,,,5,250000,0,1,,,,,1420,150,130,450,,,,,28691,10,2724,30,,,,,,,,,,,,
megamillions,2012-06-26,$65 Million,$49.8 Million,,,,,4,250000,2,1,,,,,1503,150,137,600,,,,,26522,10,2288,40,,,,,,,,,,,,
megamillions,2012-06-29,$75 Million,$57.3 Million,,,,,4,250000,0,1,,,,,1320,150,111,600,,,,,24751,10,2080,40,,,,,,,,,,,,
megamillions,2012-07-03,$86 Million,$65.6 Million,,,,,4,250000,0,1,,,,,1608,150,129,600,,,,,27420,10,2291,40,,,,,,,,,,,,
megamillions,2012-07-06,$12 Million,$9.2 Million,,,,,5,250000,0,1,,,,,1013,150,80,450,,,,,20647,10,1994,30,,,,,,,,,,,,
megamillions,2012-07-10,$14 Million,$10.7 Million,,,,,10,250000,0,1,,,,,1746,150,188,600,,,,,25295,10,2734,40,,,,,,,,,,,,
megamillions,2012-07-13,$21 Million,$16.2 Million,,,,,7,250000,1,1,,,,,1616,150,147,300,,,,,21194,10,1986,20,,,,,,,,,,,,
megamillions,2012-07-17,$28 Million,$21.7 Million,,,,,2,250000,0,1,,,,,986,150,86,600,,,,,21870,10,2221,40,,,,,,,,,,,,
megamillions,2012-07-20,$37 Million,$28.7 Million,,,,,3,250000,1,1,,,,,1065,150,97,450,,,,,20566,10,1894,30,,,,,,,,,,,,
megamillions,2012-07-24,$45 Million,$35.1 Million,,,,,3,250000,0,1,,,,,1130,150,101,600,,,,,23426,10,2268,40,,,,,,,,,,,,
megamillions,2012-07-27,$52 Million,$40.4 Million,,,,,5,250000,0,1,,,,,2391,150,252,450,,,,,30087,10,2783,30,,,,,,,,,,,,
megamillions,2012-07-31,$12 Million,$9.3 Million,,,,,2,250000,0,1,,,,,1121,150,102,450,,,,,17731,10,1625,30,,,,,,,,,,,,
megamillions,2012-08-03,$13 Million,$10.0 Million,,,,,3,250000,1,1,,,,,1112,150,125,450,,,,,22422,10,2186,30,,,,,,,,,,,,
megamillions,2012-08-07,$21 Million,$16.0 Million,,,,,1,250000,0,1,,,,,894,150,79,600,,,,,20564,10,1976,40,,,,,,,,,,,,
megamillions,2012-08-10,$29 Million,$22.1 Million,,,,,5,250000,0,1,,,,,1131,150,108,600,,,,,24849,10,2391,40,,,,,,,,,,,,
megamillions,2012-08-14,$36 Million,$27.3 Million,,,,,1,250000,0,1,,,,,1121,150,91,600,,,,,19431,10,1791,40,,,,,,,,,,,,
megamillions,2012-08-17,$45 Million,$33.7 Million,,,,,4,250000,0,1,,,,,1251,150,116,450,,,,,26238,10,2427,30,,,,,,,,,,,,
megamillions,2012-08-21,$55 Million,$41.1 Million,,,,,7,250000,2,1,,,,,1703,150,146,300,,,,,26776,10,2534,20,,,,,,,,,,,,
megamillions,2012-08-24,$65 Million,$49.6 Million,,,,,2,250000,0,1,,,,,1187,150,95,300,,,,,22512,10,1912,20,,,,,,,,,,,,
megamillions,2012-08-28,$73 Million,$55.7 Million,,,,,4,250000,0,1,,,,,1308,150,94,600,,,,,23070,10,1848,40,,,,,,,,,,,,
megamillions,2012-08-31,$83 Million,$63.7 Million,,,,,8,250000,0,1,,,,,1430,150,114,450,,,,,25906,10,2003,30,,,,,,,,,,,,
megamillions,2012-09-04,$93 Million,$71.7 Million,,,,,5,250000,1,1,,,,,1436,150,91,450,,,,,26397,10,2037,30,,,,,,,,,,,,
megamillions,2012-09-07,$105 Million,$80.6 Million,,,,,6,250000,0,1,,,,,2042,150,142,600,,,,,34117,10,2357,40,,,,,,,,,,,,
megamillions,2012-09-11,$120 Million,$91.3 Million,,,,,6,250000,0,1,,,,,2321,150,171,450,,,,,56086,10,4253,30,,,,,,,,,,,,
megamillions,2012-09-14,$12 Million,$8.9 Million,,,,,4,250000,0,1,,,,,1122,150,100,600,,,,,21373,10,1949,40,,,,,,,,,,,,
megamillions,2012-09-18,$15 Million,$11.2 Million,,,,,5,250000,0,1,,,,,1124,150,117,450,,,,,19669,10,1946,30,,,,,,,,,,,,
megamillions,2012-09-21,$12 Million,$9.0 Million,,,,,4,250000,0,1,,,,,917,150,92,600,,,,,18356,10,1729,40,,,,,,,,,,,,
megamillions,2012-09-25,$14 Million,$10.6 Million,,,,,7,250000,0,1,,,,,941,150,74,450,,,,,20377,10,2025,30,,,,,,,,,,,,
megamillions,2012-09-28,$21 Million,$16.1 Million,,,,,3,250000,1,1,,,,,1032,150,104,600,,,,,22573,10,2200,40,,,,,,,,,,,,
megamillions,2012-10-02,$28 Million,$21.2 Million,,,,,3,250000,1,1,,,,,981,150,79,600,,,,,23522,10,2270,40,,,,,,,,,,,,
megamillions,2012-10-05,$36 Million,$27.0 Million,,,,,7,250000,0,1,,,,,1327,150,115,450,,,,,23648,10,2199,30,,,,,,,,,,,,
megamillions,2012-10-09,$45 Million,$33.7 Million,,,,,4,250000,0,1,,,,,1243,150,117,600,,,,,23451,10,2208,40,,,,,,,,,,,,
megamillions,2012-10-12,$53 Million,$40.2 Million,,,,,8,250000,1,1,,,,,1452,150,126,600,,,,,26173,10,2218,40,,,,,,,,,,,,
megamillions,2012-10-16,$61 Million,$46.0 Million,,,,,1,250000,0,1,,,,,1092,150,96,600,,,,,20410,10,1688,40,,,,,,,,,,,,
megamillions,2012-10-19,$12 Million,$8.9 Million,,,,,2,250000,0,1,,,,,1373,150,157,450,,,,,16189,10,1476,30,,,,,,,,,,,,
megamillions,2012-10-23,$13 Million,$9.7 Million,,,,,1,250000,0,1,,,,,781,150,70,300,,,,,15849,10,1405,20,,,,,,,,,,,,
megamillions,2012-10-26,$21 Million,$15.7 Million,,,,,4,250000,0,1,,,,,1188,150,91,300,,,,,19206,10,1663,20,,,,,,,,,,,,
megamillions,2012-10-30,$27 Million,$20.3 Million,,,,,5,250000,0,1,,,,,994,150,120,600,,,,,15884,10,1494,40,,,,,,,,,,,,
megamillions,2012-11-02,$32 Million,$24.0 Million,,,,,4,250000,2,1,,,,,1353,150,119,450,,,,,21989,10,2066,30,,,,,,,,,,,,
megamillions,2012-11-06,$12 Million,$9.0 Million,,,,,6,250000,1,1,,,,,1049,150,114,450,,,,,23057,10,2262,30,,,,,,,,,,,,
megamillions,2012-11-09,$13 Million,$9.9 Million,,,,,7,250000,1,1,,,,,952,150,80,600,,,,,20695,10,1802,40,,,,,,,,,,,,
megamillions,2012-11-13,$19 Million,$14.6 Million,,,,,4,250000,1,1,,,,,925,150,87,300,,,,,16363,10,1531,20,,,,,,,,,,,,
megamillions,2012-11-16,$26 Million,$20.0 Million,,,,,4,250000,1,1,,,,,1100,150,96,600,,,,,20007,10,1806,40,,,,,,,,,,,,
megamillions,2012-11-20,$33 Million,$25.2 Million,,,,,6,250000,2,1,,,,,1129,150,87,600,,,,,18750,10,1660,40,,,,,,,,,,,,
megamillions,2012-11-23,$41 Million,$31.2 Million,,,,,3,250000,0,1,,,,,874,150,81,600,,,,,20006,10,1877,40,,,,,,,,,,,,
megamillions,2012-11-27,$49 Million,$37.4 Million,,,,,5,250000,1,1,,,,,1543,150,125,600,,,,,28878,10,2497,40,,,,,,,,,,,,
megamillions,2012-11-30,$12 Million,$9.2 Million,,,,,7,250000,0,1,,,,,1464,150,147,450,,,,,21000,10,1798,30,,,,,,,,,,,,
megamillions,2012-12-04,$13 Million,$9.9 Million,,,,,4,250000,0,1,,,,,1026,150,109,600,,,,,17226,10,1571,40,,,,,,,,,,,,
megamillions,2012-12-07,$20 Million,$15.3 Million,,,,,4,250000,0,1,,,,,844,150,82,450,,,,,17857,10,1681,30,,,,,,,,,,,,
megamillions,2012-12-11,$27 Million,$20.6 Million,,,,,1,250000,1,1,,,,,1020,150,105,600,,,,,17137,10,1597,40,,,,,,,,,,,,
megamillions,2012-12-14,$35 Million,$26.6 Million,,,,,2,250000,0,1,,,,,1040,150,93,600,,,,,18658,10,1603,40,,,,,,,,,,,,
megamillions,2012-12-18,$12 Million,$9.0 Million,,,,,9,250000,1,1,,,,,1718,150,195,450,,,,,19863,10,1991,30,,,,,,,,,,,,
megamillions,2012-12-21,$12 Million,$9.0 Million,,,,,1,250000,1,1,,,,,868,150,85,450,,,,,18575,10,1801,30,,,,,,,,,,,,
megamillions,2012-12-25,$18 Million,$13.6 Million,,,,,1,250000,0,1,,,,,761,150,64,600,,,,,17953,10,1802,40,,,,,,,,,,,,
megamillions,2012-12-28,$25 Million,$19.0 Million,,,,,5,250000,0,1,,,,,975,150,89,600,,,,,16456,10,1551,40,,,,,,,,,,,,
megamillions,2013-01-01,$30 Million,$22.6 Million,,,,,4,250000,0,1,,,,,1355,150,123,600,,,,,20849,10,2212,40,,,,,,,,,,,,
megamillions,2013-01-04,$39 Million,$28.7 Million,,,,,4,250000,2,1,,,,,1072,150,92,600,,,,,18040,10,1590,40,,,,,,,,,,,,
megamillions,2013-01-08,$47 Million,$34.8 Million,,,,,5,250000,1,1,,,,,1044,150,96,600,,,,,21624,10,1964,40,,,,,,,,,,,,
megamillions,2013-01-11,$55 Million,$40.6 Million,,,,,3,250000,0,1,,,,,1011,150,95,600,,,,,19664,10,1714,40,,,,,,,,,,,,
megamillions,2013-01-15,$62 Million,$46.3 Million,,,,,6,250000,0,1,,,,,1725,150,151,600,,,,,24682,10,2271,40,,,,,,,,,,,,
megamillions,2013-01-18,$70 Million,$52.0 Million,,,,,8,250000,0,1,,,,,1333,150,114,450,,,,,23833,10,2016,30,,,,,,,,,,,,
megamillions,2013-01-22,$80 Million,$59.4 Million,,,,,5,250000,0,1,,,,,1235,150,99,450,,,,,29589,10,2696,30,,,,,,,,,,,,
megamillions,2013-01-25,$89 Million,$65.7 Million,,,,,4,250000,0,1,,,,,1725,150,171,600,,,,,27245,10,2162,40,,,,,,,,,,,,
megamillions,2013-01-29,$12 Million,$8.8 Million,,,,,2,250000,1,1,,,,,908,150,80,450,,,,,18881,10,1843,30,,,,,,,,,,,,
megamillions,2013-02-01,$13 Million,$9.5 Million,,,,,2,250000,0,1,,,,,869,150,89,450,,,,,18053,10,1740,30,,,,,,,,,,,,
megamillions,2013-02-05,$19 Million,$13.8 Million,,,,,3,250000,0,1,,,,,1454,150,142,600,,,,,18867,10,1841,40,,,,,,,,,,,,
megamillions,2013-02-08,$12 Million,$8.7 Million,,,,,5,250000,2,1,,,,,853,150,74,600,,,,,19864,10,2071,40,,,,,,,,,,,,
megamillions,2013-02-12,$13 Million,$9.5 Million,,,,,1,250000,0,1,,,,,868,150,98,450,,,,,15640,10,1518,30,,,,,,,,,,,,
megamillions,2013-02-15,$20 Million,$14.6 Million,,,,,2,250000,0,1,,,,,879,150,86,600,,,,,15925,10,1509,40,,,,,,,,,,,,
megamillions,2013-02-19,$26 Million,$19.0 Million,,,,,6,250000,1,1,,,,,961,150,99,450,,,,,18549,10,1802,30,,,,,,,,,,,,
megamillions,2013-02-22,$12 Million,$8.8 Million,,,,,1,250000,0,1,,,,,890,150,81,450,,,,,17858,10,1839,30,,,,,,,,,,,,
megamillions,2013-02-26,$13 Million,$9.6 Million,,,,,2,250000,0,1,,,,,1058,150,120,600,,,,,23414,10,2549,40,,,,,,,,,,,,
megamillions,2013-03-01,$19 Million,$14.1 Million,,,,,2,250000,1,1,,,,,925,150,91,600,,,,,17801,10,1754,40,,,,,,,,,,,,
megamillions,2013-03-05,$26 Million,$19.2 Million,,,,,2,250000,0,1,,,,,896,150,80,450,,,,,16044,10,1450,30,,,,,,,,,,,,
megamillions,2013-03-08,$33 Million,$24.0 Million,,,,,2,250000,0,1,,,,,1163,150,101,600,,,,,19923,10,1794,40,,,,,,,,,,,,
megamillions,2013-03-12,$41 Million,$29.9 Million,,,,,4,250000,0,1,,,,,1991,150,197,600,,,,,20267,10,1976,40,,,,,,,,,,,,
megamillions,2013-03-15,$12 Million,$8.7 Million,,,,,6,250000,0,1,,,,,1524,150,179,300,,,,,24310,10,2585,20,,,,,,,,,,,,
megamillions,2013-03-19,$13 Million,$9.5 Million,,,,,5,250000,0,1,,,,,1265,150,130,450,,,,,17667,10,1832,30,,,,,,,,,,,,
megamillions,2013-03-22,$20 Million,$14.7 Million,,,,,3,250000,0,1,,,,,1021,150,107,600,,,,,17240,10,1501,40,,,,,,,,,,,,
megamillions,2013-03-26,$26 Million,$19.2 Million,,,,,2,250000,0,1,,,,,788,150,64,600,,,,,15808,10,1363,40,,,,,,,,,,,,
