lottery,date,jackpot,cash_value,match_5_bonus_winners,match_5_bonus_prize,match_5_bonus_multiplier_winners,match_5_bonus_multiplier_prize,match_5_winners,match_5_prize,match_5_multiplier_winners,match_5_multiplier_prize,match_4_bonus_winners,match_4_bonus_prize,match_4_bonus_multiplier_winners,match_4_bonus_multiplier_prize,match_4_winners,match_4_prize,match_4_multiplier_winners,match_4_multiplier_prize,match_3_bonus_winners,match_3_bonus_prize,match_3_bonus_multiplier_winners,match_3_bonus_multiplier_prize,match_3_winners,match_3_prize,match_3_multiplier_winners,match_3_multiplier_prize,match_2_bonus_winners,match_2_bonus_prize,match_2_bonus_multiplier_winners,match_2_bonus_multiplier_prize,match_1_bonus_winners,match_1_bonus_prize,match_1_bonus_multiplier_winners,match_1_bonus_multiplier_prize,match_0_bonus_winners,match_0_bonus_prize,match_0_bonus_multiplier_winners,match_0_bonus_multiplier_prize
megamillions,2017-10-13,$43 Million,$26.8 Million,,,,,1,1,0,2,,,,,693,500,117,1000,,,,,32312,5,4921,10,,,,,,,,,,,,
megamillions,2017-10-17,$15 Million,$9.3 Million,,,,,0,1,0,5,,,,,189,500,26,2500,,,,,13612,5,1877,25,,,,,,,,,,,,
megamillions,2017-10-20,$20 Million,$12.3 Million,,,,,0,1,0,2,,,,,218,500,36,1000,,,,,14481,5,2062,10,,,,,,,,,,,,
megamillions,2017-10-24,$25 Million,$15.3 Million,,,,,1,1,0,4,,,,,246,500,34,2000,,,,,15057,5,1965,20,,,,,,,,,,,,
megamillions,2017-10-27,$30 Million,$18.3 Million,,,,,1,1,1,5,,,,,269,500,40,2500,,,,,17929,5,2491,25,,,,,,,,,,,,
megamillions,2017-10-31,$40 Million,$24.7 Million,,,,,0,1,0,4,,,,,215,500,41,2000,,,,,14427,10,2087,40,,,,,,,,,,,,
megamillions,2017-11-03,$48 Million,$30.0 Million,,,,,2,1,1,2,,,,,209,500,33,1000,,,,,13886,10,2097,20,,,,,,,,,,,,
megamillions,2017-11-07,$59 Million,$37.0 Million,,,,,0,1,0,4,,,,,203,500,25,2000,,,,,12368,10,1891,40,,,,,,,,,,,,
megamillions,2017-11-10,$71 Million,$44.5 Million,,,,,0,1,0,2,,,,,232,500,27,1000,,,,,14742,10,2227,20,,,,,,,,,,,,
megamillions,2017-11-14,$82 Million,$51.1 Million,,,,,2,1,0,3,,,,,488,500,87,1500,,,,,23085,10,3781,30,,,,,,,,,,,,
megamillions,2017-11-17,$95 Million,$59.5 Million,,,,,1,1,1,4,,,,,220,500,23,2000,,,,,14988,10,2255,40,,,,,,,,,,,,
megamillions,2017-11-21,$106 Million,$66.9 Million,,,,,3,1,0,3,,,,,430,500,67,1500,,,,,25206,10,4156,30,,,,,,,,,,,,
megamillions,2017-11-24,$119 Million,$75.0 Million,,,,,0,1,0,3,,,,,211,500,35,1500,,,,,14177,10,2195,30,,,,,,,,,,,,
megamillions,2017-11-28,$132 Million,$83.1 Million,,,,,0,1,0,2,,,,,290,500,41,1000,,,,,17529,10,2693,20,,,,,,,,,,,,
megamillions,2017-12-01,$145 Million,$91.0 Million,,,,,3,1,1,4,,,,,285,500,48,2000,,,,,18117,10,2823,40,,,,,,,,,,,,
megamillions,2017-12-05,$160 Million,$100.8 Million,,,,,0,1,0,4,,,,,274,500,37,2000,,,,,18019,10,2549,40,,,,,,,,,,,,
megamillions,2017-12-08,$176 Million,$110.9 Million,,,,,1,1,1,2,,,,,280,500,45,1000,,,,,18199,10,2429,20,,,,,,,,,,,,
megamillions,2017-12-12,$191 Million,$119.9 Million,,,,,1,1,0,2,,,,,577,500,113,1000,,,,,29860,10,4865,20,,,,,,,,,,,,
megamillions,2017-12-15,$208 Million,$132.2 Million,,,,,0,1,0,4,,,,,341,500,46,2000,,,,,23943,10,3438,40,,,,,,,,,,,,
megamillions,2017-12-19,$223 Million,$140.1 Million,,,,,0,1,0,3,,,,,359,500,34,1500,,,,,24480,10,3194,30,,,,,,,,,,,,
megamillions,2017-12-22,$253 Million,$157.5 Million,,,,,1,1,0,4,,,,,514,500,77,2000,,,,,34354,10,4711,40,,,,,,,,,,,,
megamillions,2017-12-26,$277 Million,$173.0 Million,,,,,1,1,1,4,,,,,563,500,73,2000,,,,,34807,10,4813,40,,,,,,,,,,,,
megamillions,2017-12-29,$306 Million,$193.1 Million,,,,,1,1,0,2,,,,,1087,500,156,1000,,,,,68098,10,8733,20,,,,,,,,,,,,
megamillions,2018-01-02,$361 Million,$225.9 Million,,,,,2,1,1,4,,,,,1010,500,119,2000,,,,,66577,10,7889,40,,,,,,,,,,,,
megamillions,2018-01-05,$450 Million,$281.2 Million,,,,,8,1,2,3,,,,,1583,500,198,1500,,,,,103260,10,11779,30,,,,,,,,,,,,
megamillions,2018-01-09,$40 Million,$24.7 Million,,,,,0,1,0,3,,,,,220,500,36,1500,,,,,16584,10,2551,30,,,,,,,,,,,,
megamillions,2018-01-12,$45 Million,$27.7 Million,,,,,1,1,0,4,,,,,238,500,43,2000,,,,,15969,10,2587,40,,,,,,,,,,,,
megamillions,2018-01-16,$50 Million,$31.0 Million,,,,,0,1,0,3,,,,,395,500,65,1500,,,,,21663,10,3648,30,,,,,,,,,,,,
megamillions,2018-01-19,$55 Million,$33.6 Million,,,,,1,1,0,3,,,,,284,500,38,1500,,,,,17848,10,2956,30,,,,,,,,,,,,
megamillions,2018-01-23,$63 Million,$38.6 Million,,,,,1,1,0,4,,,,,262,500,48,2000,,,,,18098,10,2907,40,,,,,,,,,,,,
megamillions,2018-01-26,$76 Million,$46.6 Million,,,,,0,1,0,4,,,,,276,500,47,2000,,,,,19078,10,3145,40,,,,,,,,,,,,
megamillions,2018-01-30,$89 Million,$53.9 Million,,,,,1,1,0,3,,,,,220,500,29,1500,,,,,14782,10,2363,30,,,,,,,,,,,,
megamillions,2018-02-02,$104 Million,$62.2 Million,,,,,1,1,0,3,,,,,542,500,104,1500,,,,,25922,10,4406,30,,,,,,,,,,,,
megamillions,2018-02-06,$120 Million,$71.8 Million,,,,,2,1,0,3,,,,,310,500,55,1500,,,,,18892,10,3082,30,,,,,,,,,,,,
megamillions,2018-02-09,$136 Million,$80.2 Million,,,,,3,1,0,3,,,,,288,500,45,1500,,,,,18004,10,2783,30,,,,,,,,,,,,
megamillions,2018-02-13,$153 Million,$90.6 Million,,,,,3,1,0,4,,,,,326,500,50,2000,,,,,22193,10,3432,40,,,,,,,,,,,,
megamillions,2018-02-16,$168 Million,$99.8 Million,,,,,3,1,0,3,,,,,324,500,51,1500,,,,,19924,10,2949,30,,,,,,,,,,,,
megamillions,2018-02-20,$185 Million,$109.2 Million,,,,,0,1,0,3,,,,,459,500,68,1500,,,,,25797,10,4082,30,,,,,,,,,,,,
megamillions,2018-02-23,$204 Million,$120.1 Million,,,,,3,1,1,4,,,,,665,500,136,2000,,,,,34880,10,6037,40,,,,,,,,,,,,
megamillions,2018-02-27,$222 Million,$131.4 Million,,,,,0,1,0,3,,,,,440,500,72,1500,,,,,28587,10,4307,30,,,,,,,,,,,,
megamillions,2018-03-02,$243 Million,$144.5 Million,,,,,2,1,0,4,,,,,380,500,62,2000,,,,,24561,10,3586,40,,,,,,,,,,,,
megamillions,2018-03-06,$265 Million,$157.2 Million,,,,,2,1,0,5,,,,,497,500,70,2500,,,,,31500,10,4545,50,,,,,,,,,,,,
megamillions,2018-03-09,$290 Million,$171.0 Million,,,,,0,1,0,4,,,,,443,500,57,2000,,,,,31539,10,4728,40,,,,,,,,,,,,
megamillions,2018-03-13,$318 Million,$189.2 Million,,,,,4,1,1,5,,,,,470,500,68,2500,,,,,31908,10,4287,50,,,,,,,,,,,,
megamillions,2018-03-16,$345 Million,$206.5 Million,,,,,4,1,1,3,,,,,677,500,101,1500,,,,,43136,10,5936,30,,,,,,,,,,,,
megamillions,2018-03-20,$377 Million,$224.5 Million,,,,,0,1,0,3,,,,,611,500,82,1500,,,,,39337,10,5120,30,,,,,,,,,,,,
megamillions,2018-03-23,$421 Million,$252.3 Million,,,,,2,1,0,3,,,,,767,500,121,1500,,,,,50293,10,7234,30,,,,,,,,,,,,
megamillions,2018-03-27,$458 Million,$275.0 Million,,,,,2,1,0,3,,,,,798,500,119,1500,,,,,54409,10,7030,30,,,,,,,,,,,,
megamillions,2018-03-30,$521 Million,$317.2 Million,,,,,2,1,0,3,,,,,1793,500,226,1500,,,,,113890,10,13977,30,,,,,,,,,,,,
megamillions,2018-04-03,$40 Million,$24.0 Million,,,,,0,1,0,2,,,,,263,500,34,1000,,,,,17316,10,2915,20,,,,,,,,,,,,
megamillions,2018-04-06,$45 Million,$26.8 Million,,,,,0,1,0,4,,,,,246,500,62,2000,,,,,15607,10,2680,40,,,,,,,,,,,,
megamillions,2018-04-10,$50 Million,$30.0 Million,,,,,1,1,0,2,,,,,276,500,51,1000,,,,,17631,10,3062,20,,,,,,,,,,,,
megamillions,2018-04-13,$55 Million,$32.9 Million,,,,,1,1,0,4,,,,,268,500,49,2000,,,,,17495,10,2921,40,,,,,,,,,,,,
megamillions,2018-04-17,$67 Million,$40.1 Million,,,,,0,1,0,4,,,,,226,500,33,2000,,,,,15805,10,2624,40,,,,,,,,,,,,
megamillions,2018-04-20,$80 Million,$47.1 Million,,,,,1,1,0,2,,,,,277,500,47,1000,,,,,19072,10,3212,20,,,,,,,,,,,,
megamillions,2018-04-24,$96 Million,$56.3 Million,,,,,1,1,0,3,,,,,282,500,57,1500,,,,,19128,10,3269,30,,,,,,,,,,,,
megamillions,2018-04-27,$111 Million,$65.4 Million,,,,,1,1,1,2,,,,,280,500,49,1000,,,,,17527,10,2765,20,,,,,,,,,,,,
megamillions,2018-05-01,$126 Million,$74.3 Million,,,,,1,1,1,4,,,,,322,500,54,2000,,,,,21542,10,3523,40,,,,,,,,,,,,
megamillions,2018-05-04,$143 Million,$84.6 Million,,,,,12,1,6,4,,,,,1447,500,278,2000,,,,,45620,10,8387,40,,,,,,,,,,,,
megamillions,2018-05-08,$40 Million,$23.5 Million,,,,,5,1,0,2,,,,,211,500,32,1000,,,,,13190,10,2163,20,,,,,,,,,,,,
megamillions,2018-05-11,$45 Million,$26.6 Million,,,,,3,1,1,3,,,,,191,500,34,1500,,,,,13990,10,2262,30,,,,,,,,,,,,
megamillions,2018-05-15,$50 Million,$29.1 Million,,,,,0,1,0,2,,,,,186,500,30,1000,,,,,12957,10,2180,20,,,,,,,,,,,,
megamillions,2018-05-18,$55 Million,$31.9 Million,,,,,0,1,0,2,,,,,220,500,44,1000,,,,,13619,10,2382,20,,,,,,,,,,,,
megamillions,2018-05-22,$60 Million,$34.9 Million,,,,,0,1,0,3,,,,,247,500,34,1500,,,,,16403,10,2819,30,,,,,,,,,,,,
megamillions,2018-05-25,$73 Million,$43.4 Million,,,,,0,1,0,4,,,,,220,500,43,2000,,,,,14572,10,2293,40,,,,,,,,,,,,
megamillions,2018-05-29,$84 Million,$49.8 Million,,,,,0,1,0,3,,,,,245,500,27,1500,,,,,13774,10,2268,30,,,,,,,,,,,,
megamillions,2018-06-01,$97 Million,$57.9 Million,,,,,1,1,0,3,,,,,261,500,37,1500,,,,,16644,10,2776,30,,,,,,,,,,,,
megamillions,2018-06-05,$110 Million,$65.6 Million,,,,,0,1,0,2,,,,,291,500,46,1000,,,,,18122,10,2861,20,,,,,,,,,,,,
megamillions,2018-06-08,$127 Million,$75.6 Million,,,,,1,1,0,2,,,,,297,500,41,1000,,,,,19287,10,2908,20,,,,,,,,,,,,
megamillions,2018-06-12,$144 Million,$85.4 Million,,,,,1,1,0,2,,,,,1049,500,182,1000,,,,,38140,10,6651,20,,,,,,,,,,,,
megamillions,2018-06-15,$161 Million,$96.6 Million,,,,,2,1,1,2,,,,,314,500,48,1000,,,,,21632,10,3299,20,,,,,,,,,,,,
megamillions,2018-06-19,$175 Million,$105.3 Million,,,,,0,1,0,3,,,,,300,500,36,1500,,,,,20916,10,3176,30,,,,,,,,,,,,
megamillions,2018-06-22,$192 Million,$114.9 Million,,,,,1,1,0,2,,,,,651,500,120,1000,,,,,34832,10,5677,20,,,,,,,,,,,,
megamillions,2018-06-26,$212 Million,$127.4 Million,,,,,2,1,0,2,,,,,368,500,44,1000,,,,,26514,10,3869,20,,,,,,,,,,,,
megamillions,2018-06-29,$232 Million,$140.6 Million,,,,,1,1,1,4,,,,,411,500,53,2000,,,,,26612,10,3763,40,,,,,,,,,,,,
megamillions,2018-07-03,$256 Million,$153.8 Million,,,,,0,1,0,2,,,,,451,500,41,1000,,,,,28742,10,4048,20,,,,,,,,,,,,
megamillions,2018-07-06,$283 Million,$171.6 Million,,,,,1,1,0,3,,,,,430,500,69,1500,,,,,29828,10,4343,30,,,,,,,,,,,,
megamillions,2018-07-10,$306 Million,$184.3 Million,,,,,2,1,0,3,,,,,862,500,146,1500,,,,,40644,10,6131,30,,,,,,,,,,,,
megamillions,2018-07-13,$340 Million,$205.5 Million,,,,,1,1,0,2,,,,,611,500,69,1000,,,,,40952,10,5375,20,,,,,,,,,,,,
megamillions,2018-07-17,$375 Million,$226.4 Million,,,,,3,1,0,5,,,,,657,500,97,2500,,,,,41828,10,5211,50,,,,,,,,,,,,
megamillions,2018-07-20,$433 Million,$260.0 Million,,,,,2,1,0,2,,,,,1093,500,145,1000,,,,,72615,10,9113,20,,,,,,,,,,,,
megamillions,2018-07-24,$522 Million,$308.1 Million,,,,,8,1,2,3,,,,,3426,500,510,1500,,,,,185709,10,25052,30,,,,,,,,,,,,
megamillions,2018-07-27,$40 Million,$23.6 Million,,,,,1,1,0,3,,,,,224,500,37,1500,,,,,14125,10,2328,30,,,,,,,,,,,,
megamillions,2018-07-31,$45 Million,$26.6 Million,,,,,0,1,0,2,,,,,220,500,30,1000,,,,,13292,10,2226,20,,,,,,,,,,,,
megamillions,2018-08-03,$50 Million,$29.5 Million,,,,,1,1,0,2,,,,,222,500,37,1000,,,,,16663,10,2976,20,,,,,,,,,,,,
megamillions,2018-08-07,$55 Million,$32.5 Million,,,,,1,1,0,5,,,,,263,500,42,2500,,,,,17982,10,3036,50,,,,,,,,,,,,
megamillions,2018-08-10,$63 Million,$37.6 Million,,,,,1,1,0,5,,,,,470,500,103,2500,,,,,26353,10,4878,50,,,,,,,,,,,,
megamillions,2018-08-14,$75 Million,$44.8 Million,,,,,0,1,0,2,,,,,277,500,48,1000,,,,,16674,10,2816,20,,,,,,,,,,,,
megamillions,2018-08-17,$88 Million,$52.8 Million,,,,,1,1,0,2,,,,,232,500,40,1000,,,,,16219,10,2691,20,,,,,,,,,,,,
megamillions,2018-08-21,$102 Million,$61.3 Million,,,,,0,1,0,3,,,,,274,500,40,1500,,,,,19560,10,3090,30,,,,,,,,,,,,
megamillions,2018-08-24,$118 Million,$71.1 Million,,,,,4,1,1,2,,,,,446,500,70,1000,,,,,26545,10,4446,20,,,,,,,,,,,,
megamillions,2018-08-28,$134 Million,$80.4 Million,,,,,1,1,1,3,,,,,311,500,50,1500,,,,,20912,10,3321,30,,,,,,,,,,,,
megamillions,2018-08-31,$152 Million,$91.7 Million,,,,,1,1,0,3,,,,,438,500,71,1500,,,,,25562,10,4268,30,,,,,,,,,,,,
megamillions,2018-09-04,$167 Million,$99.7 Million,,,,,0,1,0,3,,,,,328,500,58,1500,,,,,24824,10,4008,30,,,,,,,,,,,,
megamillions,2018-09-07,$187 Million,$110.9 Million,,,,,2,1,0,2,,,,,337,500,52,1000,,,,,21284,10,3345,20,,,,,,,,,,,,
megamillions,2018-09-11,$207 Million,$122.7 Million,,,,,0,1,0,2,,,,,357,500,51,1000,,,,,22667,10,3237,20,,,,,,,,,,,,
megamillions,2018-09-14,$227 Million,$133.9 Million,,,,,1,1,0,4,,,,,402,500,52,2000,,,,,24420,10,3400,40,,,,,,,,,,,,
megamillions,2018-09-18,$252 Million,$148.0 Million,,,,,1,1,0,2,,,,,379,500,51,1000,,,,,24516,10,3343,20,,,,,,,,,,,,
megamillions,2018-09-21,$275 Million,$160.5 Million,,,,,1,1,0,4,,,,,492,500,74,2000,,,,,32764,10,4995,40,,,,,,,,,,,,
megamillions,2018-09-25,$303 Million,$176.1 Million,,,,,1,1,0,2,,,,,615,500,93,1000,,,,,34495,10,4780,20,,,,,,,,,,,,
megamillions,2018-09-28,$336 Million,$197.4 Million,,,,,1,1,0,3,,,,,527,500,65,1500,,,,,32958,10,4450,30,,,,,,,,,,,,
megamillions,2018-10-02,$367 Million,$213.0 Million,,,,,0,1,0,3,,,,,691,500,98,1500,,,,,44545,10,6300,30,,,,,,,,,,,,
megamillions,2018-10-05,$420 Million,$237.1 Million,,,,,2,1,0,2,,,,,727,500,103,1000,,,,,48680,10,6348,20,,,,,,,,,,,,
megamillions,2018-10-09,$470 Million,$265.2 Million,,,,,4,1,0,3,,,,,920,500,121,1500,,,,,58257,10,7193,30,,,,,,,,,,,,
megamillions,2018-10-12,$548 Million,$312.2 Million,,,,,1,1,1,3,,,,,1370,500,159,1500,,,,,89664,10,10769,30,,,,,,,,,,,,
megamillions,2018-10-16,$667 Million,$380.0 Million,,,,,9,1,1,5,,,,,2440,500,252,2500,,,,,163877,10,19223,50,,,,,,,,,,,,
megamillions,2018-10-19,$1 Billion,$565.6 Million,,,,,15,1,1,2,,,,,6661,500,728,1000,,,,,437325,10,49211,20,,,,,,,,,,,,
megamillions,2018-10-23,$1.6 Billion,$913.7 Million,,,,,36,1,2,3,,,,,8756,500,987,1500,,,,,579616,10,65813,30,,,,,,,,,,,,
megamillions,2018-10-26,$40 Million,$22.8 Million,,,,,1,1,0,4,,,,,377,500,76,2000,,,,,23540,10,4162,40,,,,,,,,,,,,
megamillions,2018-10-30,$45 Million,$25.6 Million,,,,,3,1,1,2,,,,,327,500,52,1000,,,,,21084,10,3612,20,,,,,,,,,,,,
megamillions,2018-11-02,$52 Million,$29.3 Million,,,,,0,1,0,2,,,,,345,500,59,1000,,,,,21264,10,3845,20,,,,,,,,,,,,
megamillions,2018-11-06,$70 Million,$39.4 Million,,,,,1,1,0,2,,,,,279,500,52,1000,,,,,17767,10,3103,20,,,,,,,,,,,,
megamillions,2018-11-09,$90 Million,$50.8 Million,,,,,0,1,0,4,,,,,300,500,48,2000,,,,,19705,10,3409,40,,,,,,,,,,,,
megamillions,2018-11-13,$106 Million,$60.1 Million,,,,,1,1,1,3,,,,,295,500,44,1500,,,,,17649,10,3029,30,,,,,,,,,,,,
megamillions,2018-11-16,$122 Million,$69.5 Million,,,,,3,1,2,3,,,,,307,500,46,1500,,,,,18227,10,3033,30,,,,,,,,,,,,
megamillions,2018-11-20,$139 Million,$80.0 Million,,,,,0,1,0,3,,,,,309,500,49,1500,,,,,21896,10,3530,30,,,,,,,,,,,,
megamillions,2018-11-23,$155 Million,$89.5 Million,,,,,0,1,0,4,,,,,313,500,46,2000,,,,,23367,10,4178,40,,,,,,,,,,,,
megamillions,2018-11-27,$172 Million,$98.8 Million,,,,,0,1,0,4,,,,,371,500,64,2000,,,,,21898,10,3573,40,,,,,,,,,,,,
megamillions,2018-11-30,$190 Million,$109.5 Million,,,,,1,1,1,3,,,,,295,500,47,1500,,,,,20534,10,3389,30,,,,,,,,,,,,
megamillions,2018-12-04,$208 Million,$121.6 Million,,,,,2,1,1,3,,,,,337,500,65,1500,,,,,23119,10,3636,30,,,,,,,,,,,,
megamillions,2018-12-07,$226 Million,$132.9 Million,,,,,1,1,0,3,,,,,418,500,67,1500,,,,,27927,10,4741,30,,,,,,,,,,,,
megamillions,2018-12-11,$245 Million,$145.6 Million,,,,,1,1,0,2,,,,,337,500,57,1000,,,,,22896,10,3553,20,,,,,,,,,,,,
megamillions,2018-12-14,$262 Million,$154.9 Million,,,,,3,1,2,4,,,,,433,500,66,2000,,,,,26979,10,4227,40,,,,,,,,,,,,
megamillions,2018-12-18,$284 Million,$168.9 Million,,,,,1,1,0,3,,,,,381,500,53,1500,,,,,24620,10,3798,30,,,,,,,,,,,,
megamillions,2018-12-21,$305 Million,$184.0 Million,,,,,1,1,0,3,,,,,424,500,62,1500,,,,,27563,10,4108,30,,,,,,,,,,,,
megamillions,2018-12-25,$321 Million,$193.9 Million,,,,,2,1,1,3,,,,,663,500,95,1500,,,,,43109,10,5821,30,,,,,,,,,,,,
megamillions,2018-12-28,$370 Million,$223.2 Million,,,,,6,1,1,2,,,,,861,500,129,1000,,,,,55299,10,8261,20,,,,,,,,,,,,
megamillions,2019-01-01,$425 Million,$254.6 Million,,,,,7,1,1,4,,,,,1086,500,145,2000,,,,,72721,10,10029,40,,,,,,,,,,,,
megamillions,2019-01-04,$40 Million,$24.2 Million,,,,,1,1,0,4,,,,,272,500,44,2000,,,,,16274,10,2844,40,,,,,,,,,,,,
megamillions,2019-01-08,$45 Million,$27.1 Million,,,,,0,1,0,5,,,,,230,500,56,2500,,,,,16523,10,2903,50,,,,,,,,,,,,
megamillions,2019-01-11,$50 Million,$30.0 Million,,,,,2,1,0,3,,,,,242,500,34,1500,,,,,17072,10,3103,30,,,,,,,,,,,,
megamillions,2019-01-15,$55 Million,$32.9 Million,,,,,2,1,0,2,,,,,215,500,28,1000,,,,,14744,10,2667,20,,,,,,,,,,,,
megamillions,2019-01-18,$68 Million,$40.5 Million,,,,,0,1,0,3,,,,,221,500,32,1500,,,,,15259,10,2637,30,,,,,,,,,,,,
megamillions,2019-01-22,$82 Million,$49.0 Million,,,,,1,1,0,5,,,,,236,500,42,2500,,,,,15012,10,2632,50,,,,,,,,,,,,
megamillions,2019-01-25,$96 Million,$57.5 Million,,,,,1,1,1,2,,,,,275,500,49,1000,,,,,18290,10,3223,20,,,,,,,,,,,,
megamillions,2019-01-29,$109 Million,$65.2 Million,,,,,2,1,1,2,,,,,259,500,46,1000,,,,,17635,10,2974,20,,,,,,,,,,,,
megamillions,2019-02-01,$125 Million,$75.5 Million,,,,,0,1,0,5,,,,,250,500,42,2500,,,,,17570,10,2922,50,,,,,,,,,,,,
megamillions,2019-02-05,$139 Million,$83.5 Million,,,,,0,1,0,2,,,,,293,500,45,1000,,,,,18616,10,2964,20,,,,,,,,,,,,
megamillions,2019-02-08,$157 Million,$95.4 Million,,,,,2,1,0,3,,,,,376,500,61,1500,,,,,22052,10,3812,30,,,,,,,,,,,,
megamillions,2019-02-12,$173 Million,$104.5 Million,,,,,1,1,0,3,,,,,278,500,51,1500,,,,,18694,10,3068,30,,,,,,,,,,,,
megamillions,2019-02-15,$190 Million,$115.0 Million,,,,,1,1,0,2,,,,,301,500,53,1000,,,,,20610,10,3424,20,,,,,,,,,,,,
megamillions,2019-02-19,$206 Million,$125.2 Million,,,,,1,1,0,2,,,,,326,500,46,1000,,,,,21896,10,3533,20,,,,,,,,,,,,
megamillions,2019-02-22,$224 Million,$135.5 Million,,,,,4,1,0,4,,,,,378,500,63,2000,,,,,25531,10,4190,40,,,,,,,,,,,,
megamillions,2019-02-26,$245 Million,$148.3 Million,,,,,3,1,0,3,,,,,549,500,85,1500,,,,,33611,10,5665,30,,,,,,,,,,,,
megamillions,2019-03-01,$267 Million,$159.0 Million,,,,,0,1,0,2,,,,,420,500,58,1000,,,,,26367,10,4163,20,,,,,,,,,,,,
megamillions,2019-03-05,$40 Million,$23.8 Million,,,,,0,1,0,3,,,,,256,500,38,1500,,,,,16123,10,2882,30,,,,,,,,,,,,
megamillions,2019-03-08,$45 Million,$27.1 Million,,,,,0,1,0,4,,,,,262,500,40,2000,,,,,15829,10,2865,40,,,,,,,,,,,,
megamillions,2019-03-12,$50 Million,$30.2 Million,,,,,0,1,0,4,,,,,263,500,46,2000,,,,,18808,10,3484,40,,,,,,,,,,,,
megamillions,2019-03-15,$40 Million,$24.3 Million,,,,,0,1,0,3,,,,,246,500,33,1500,,,,,16326,10,2934,30,,,,,,,,,,,,
megamillions,2019-03-19,$45 Million,$27.1 Million,,,,,1,1,0,3,,,,,227,500,43,1500,,,,,16251,10,2796,30,,,,,,,,,,,,
megamillions,2019-03-22,$50 Million,$30.9 Million,,,,,2,1,0,3,,,,,284,500,43,1500,,,,,18489,10,3174,30,,,,,,,,,,,,
megamillions,2019-03-26,$57 Million,$35.4 Million,,,,,2,1,0,3,,,,,310,500,55,1500,,,,,21226,10,3625,30,,,,,,,,,,,,
megamillions,2019-03-29,$75 Million,$46.9 Million,,,,,0,1,0,3,,,,,271,500,51,1500,,,,,19753,10,3387,30,,,,,,,,,,,,
megamillions,2019-04-02,$88 Million,$54.0 Million,,,,,0,1,0,3,,,,,265,500,49,1500,,,,,16622,10,2916,30,,,,,,,,,,,,
megamillions,2019-04-05,$104 Million,$63.6 Million,,,,,2,1,1,2,,,,,323,500,54,1000,,,,,22100,10,3754,20,,,,,,,,,,,,
megamillions,2019-04-09,$120 Million,$73.6 Million,,,,,1,1,0,2,,,,,377,500,70,1000,,,,,22443,10,3842,20,,,,,,,,,,,,
megamillions,2019-04-12,$140 Million,$85.1 Million,,,,,0,1,0,2,,,,,326,500,49,1000,,,,,22779,10,3780,20,,,,,,,,,,,,
megamillions,2019-04-16,$157 Million,$95.2 Million,,,,,2,1,0,2,,,,,362,500,60,1000,,,,,21809,10,3584,20,,,,,,,,,,,,
megamillions,2019-04-19,$175 Million,$106.4 Million,,,,,1,1,0,4,,,,,327,500,39,2000,,,,,21485,10,3540,40,,,,,,,,,,,,
megamillions,2019-04-23,$192 Million,$116.4 Million,,,,,0,1,0,4,,,,,380,500,44,2000,,,,,23866,10,3922,40,,,,,,,,,,,,
megamillions,2019-04-26,$212 Million,$129.9 Million,,,,,0,1,0,4,,,,,561,500,91,2000,,,,,31668,10,5492,40,,,,,,,,,,,,
megamillions,2019-04-30,$229 Million,$139.8 Million,,,,,1,1,0,3,,,,,366,500,59,1500,,,,,24382,10,3822,30,,,,,,,,,,,,
megamillions,2019-05-03,$252 Million,$154.3 Million,,,,,1,1,0,2,,,,,417,500,65,1000,,,,,27850,10,4428,20,,,,,,,,,,,,
megamillions,2019-05-07,$273 Million,$168.3 Million,,,,,0,1,0,3,,,,,437,500,53,1500,,,,,27865,10,4391,30,,,,,,,,,,,,
megamillions,2019-05-10,$295 Million,$182.5 Million,,,,,1,1,0,2,,,,,394,500,52,1000,,,,,28894,10,4519,20,,,,,,,,,,,,
megamillions,2019-05-14,$316 Million,$196.2 Million,,,,,1,1,0,4,,,,,426,500,65,2000,,,,,28722,10,4440,40,,,,,,,,,,,,
megamillions,2019-05-17,$339 Million,$210.6 Million,,,,,3,1,0,3,,,,,573,500,80,1500,,,,,36159,10,5831,30,,,,,,,,,,,,
megamillions,2019-05-21,$367 Million,$228.0 Million,,,,,5,1,2,5,,,,,487,500,76,2500,,,,,31989,10,4818,50,,,,,,,,,,,,
megamillions,2019-05-24,$393 Million,$247.6 Million,,,,,1,1,1,2,,,,,535,500,78,1000,,,,,34350,10,5119,20,,,,,,,,,,,,
megamillions,2019-05-28,$418 Million,$264.7 Million,,,,,5,1,2,2,,,,,616,500,90,1000,,,,,38550,10,5670,20,,,,,,,,,,,,
megamillions,2019-05-31,$444 Million,$287.0 Million,,,,,2,1,0,3,,,,,734,500,97,1500,,,,,48937,10,7204,30,,,,,,,,,,,,
megamillions,2019-06-04,$475 Million,$308.2 Million,,,,,5,1,1,2,,,,,761,500,113,1000,,,,,50912,10,7334,20,,,,,,,,,,,,
megamillions,2019-06-07,$530 Million,$345.2 Million,,,,,3,1,0,3,,,,,1050,500,144,1500,,,,,69646,10,10029,30,,,,,,,,,,,,
megamillions,2019-06-11,$40 Million,$25.8 Million,,,,,1,1,1,3,,,,,212,500,43,1500,,,,,15000,10,2720,30,,,,,,,,,,,,
megamillions,2019-06-14,$45 Million,$29.2 Million,,,,,1,1,1,2,,,,,226,500,43,1000,,,,,14605,10,2666,20,,,,,,,,,,,,
